Product_Code,Warehouse,Month,Order_Demand,Product_Name
Product_1150,Whse_J,9,90000,Vegetable Quesadilla
Product_1397,Whse_J,9,64000,Chicken Burrito
Product_1450,Whse_C,9,6000,Multigrain Bread
Product_1548,Whse_C,9,11000,Roasted Parsnips
Product_1825,Whse_C,9,47500,Mashed Red Potatoes
Product_1465,Whse_C,9,12000,Beef Enchiladas
Product_1513,Whse_J,9,17500,Eggs Scrambled
Product_1431,Whse_A,9,14000,Tomato
Product_1388,Whse_J,9,3600,Stir-Fried Cabbage
Product_1435,Whse_J,9,18000,Vegetable Sushi
Product_0070,Whse_J,9,42000,Tofu Stir-Fry
Product_1450,Whse_J,9,12000,Multigrain Bread
Product_0979,Whse_J,9,32000,Oatmeal
Product_1195,Whse_S,9,21000,Low Fat Vanilla Yogurt
Product_1263,Whse_S,9,334000,Everyseed Bagel
Product_1479,Whse_S,9,118000,Miso Soup
Product_0033,Whse_C,9,24000,Carrots
Product_0387,Whse_C,9,17000,Red Grapes
Product_1394,Whse_C,9,54000,Carnival Cookie
Product_1502,Whse_C,9,141500,Broccoli Florets
Product_1348,Whse_J,9,44000,Shrimp Pad Thai
Product_0063,Whse_J,9,108000,Lamb Gyro
Product_1350,Whse_S,9,362000,Romaine Lettuce
Product_0021,Whse_C,9,36000,English Muffin
Product_1403,Whse_S,9,25000,Falafel Wrap
Product_1245,Whse_C,9,914000,Shakshuka
Product_1282,Whse_J,9,90000,Couscous Salad
Product_1355,Whse_C,9,6000,Whipped Cream Cheese
Product_1355,Whse_S,9,48000,Whipped Cream Cheese
Product_1435,Whse_S,9,5000,Lentil Soup
Product_1247,Whse_J,9,124000,Fudge Brownies
Product_0936,Whse_A,9,30000,Cheesy Ratatouille
Product_1581,Whse_S,9,5000,Roasted Vegetables
Product_1461,Whse_J,9,1250,Zesty Egg Scramble
Product_1787,Whse_J,9,55000,Red Onion
Product_1970,Whse_S,9,7000,Country Fresh Ice Cream Sandwich
Product_1264,Whse_S,9,20000,Low Fat Blueberry Yogurt
Product_1570,Whse_J,9,11000,Roasted Corn
Product_1570,Whse_S,9,204500,Roasted Corn
Product_1567,Whse_S,9,239500,Avocado
Product_1904,Whse_S,9,139000,Chocolate Croissant
Product_1404,Whse_C,9,10000,Home Fries
Product_1521,Whse_C,9,20000,White Rice
Product_1355,Whse_J,9,193000,Whipped Cream Cheese
Product_0094,Whse_C,9,60000,Sugar Cookie
Product_1439,Whse_J,9,34000,Falafel
Product_1556,Whse_J,9,47000,Cabbage Rolls
Product_1817,Whse_S,9,2500,Mandarin Oranges
Product_1246,Whse_S,9,46000,Meatloaf
Product_1245,Whse_S,9,95000,Stuffed Mushrooms
Product_0931,Whse_J,9,90000,Grilled Cheese Sandwich
Product_1047,Whse_J,9,40000,Tomato Bisque
Product_1157,Whse_J,9,520000,Baked Ziti
Product_0082,Whse_J,9,127000,Garlic Mashed Potatoes
Product_1264,Whse_C,9,12000,Low Fat Blueberry Yogurt
Product_0066,Whse_J,9,6000,Chocolate Eclairs
Product_1269,Whse_J,9,61000,Banana Cream Pie
Product_1407,Whse_J,9,4000,Country White Bread
Product_1404,Whse_J,9,10000,Home Fries
Product_1824,Whse_S,9,65000,Pumpkin Spice Latte
Product_0084,Whse_S,9,310000,Eggnog
Product_1970,Whse_C,9,10000,Country Fresh Ice Cream Sandwich
Product_0031,Whse_S,9,1300,Smokin’ Beef Roast
Product_1279,Whse_S,9,12000,Hard Boiled Eggs
Product_1496,Whse_J,9,3200,Buttermilk Biscuits
Product_0933,Whse_J,9,65000,Hot Chocolate
Product_1387,Whse_A,9,5100,Cherry Tomatoes
Product_1267,Whse_J,9,1000,Apple Cider
Product_1766,Whse_S,9,10000,Beef Tacos
Product_1216,Whse_S,9,6000,Chicken Quesadilla
Product_0070,Whse_S,9,4000,Vegetable Spring Rolls
Product_1812,Whse_S,9,25000,Fried Rice
Product_1016,Whse_S,9,55100,Sliced Olives
Product_1350,Whse_C,9,87000,Romaine Lettuce
Product_1166,Whse_C,9,50000,Chicken Noodle Soup
Product_1195,Whse_C,9,22000,Low Fat Vanilla Yogurt
Product_1198,Whse_C,9,12000,Banana Peppers
Product_1256,Whse_J,9,80500,Tuna Casserole
Product_1281,Whse_J,9,22000,Red Onion
Product_0083,Whse_C,9,4000,Blueberry Bagel
Product_1393,Whse_C,9,5000,Shepherd's Pie
Product_1432,Whse_A,9,41000,Low Fat Strawberry Yogurt
Product_1356,Whse_C,9,12000,Spring Mix Lettuce
Product_1156,Whse_J,9,235000,Mashed Cauliflower
Product_1165,Whse_J,9,20000,Clam Chowder
Product_1825,Whse_S,9,37500,Mashed Red Potatoes
Product_1570,Whse_C,9,143000,Roasted Corn
Product_1279,Whse_J,9,42000,Hard Boiled Eggs
Product_1574,Whse_S,9,945000,Potato Wedges
Product_1904,Whse_C,9,68000,Chocolate Croissant
Product_1279,Whse_C,9,7000,Hard Boiled Eggs
Product_0021,Whse_S,9,57500,English Muffin
Product_0374,Whse_C,9,2000,Cranberry Almond Granola
Product_1466,Whse_S,9,30000,Plain Bagel
Product_0031,Whse_A,9,1900,Smokin’ Beef Roast
Product_1624,Whse_J,9,63000,Turkey Sandwich
Product_1342,Whse_C,9,79000,Granola with Nuts
Product_1387,Whse_C,9,100,Cherry Tomatoes
Product_0071,Whse_S,9,2000,Ham Croissant
Product_1348,Whse_S,9,4000,Vegetable Pizza
Product_0077,Whse_S,9,40000,Meat Lovers Pizza
Product_0980,Whse_S,9,163300,Margarita Pizza
Product_0012,Whse_C,9,4000,Caprese Salad
Product_1394,Whse_S,9,23000,Carnival Cookie
Product_1233,Whse_J,9,60000,Buffalo Wings
Product_1479,Whse_C,9,8000,Fried Zucchini
Product_0002,Whse_C,9,1000,Chicken Pot Pie
Product_0063,Whse_C,9,56000,Vegetable Soup
Product_1839,Whse_S,9,6000,Vanilla Coconut Plant-Based Yogurt
Product_1375,Whse_S,9,50000,Beef Chili
Product_1480,Whse_S,9,25000,Lemon Italian Ice Cup
Product_0979,Whse_S,9,3000,Oatmeal
Product_0424,Whse_A,9,46000,Assorted Popsicle
Product_1432,Whse_C,9,109000,Low Fat Strawberry Yogurt
Product_1466,Whse_J,9,3000,Plain Bagel
Product_1237,Whse_S,9,37000,Chicken Alfredo
Product_1147,Whse_J,9,20000,Apple Juice
Product_1480,Whse_C,9,11000,Lemon Italian Ice Cup
Product_1435,Whse_A,9,3000,Macaroni and Cheese
Product_1470,Whse_C,9,20000,Mandarin Crispy Tofu
Product_0012,Whse_S,9,3000,BBQ Ribs
Product_1502,Whse_S,9,5500,Broccoli Florets
Product_0073,Whse_J,9,1000,Pineapple Slices
Product_2042,Whse_J,9,50000,Pumpkin Pie
Product_0098,Whse_J,9,120000,Spinach Dip
Product_1153,Whse_J,9,125000,Garlic Bread
Product_1269,Whse_S,9,3000,Tater Tots
Product_1224,Whse_S,9,10000,Cheddar Cheese
Product_1466,Whse_C,9,2000,Plain Bagel
Product_1242,Whse_S,9,60000,Strawberry Cake
Product_1886,Whse_C,9,4400,Peanut Butter
Product_0064,Whse_S,9,100000,English Cucumber
Product_1439,Whse_S,9,10000,Falafel
Product_1312,Whse_S,9,500,Barbecue Sauce
Product_1159,Whse_J,10,390000,Mango Smoothie
Product_1149,Whse_J,10,185000,Vegetable Stir-Fry
Product_1359,Whse_J,10,7685000,Double Chocolate Muffin
Product_1356,Whse_J,10,236000,Spring Mix Lettuce
Product_1451,Whse_J,10,1579000,Spaghetti Bolognese
Product_0070,Whse_J,10,138000,Grilled Salmon
Product_1453,Whse_J,10,1525500,Uproot Oat Milk
Product_1287,Whse_J,10,1589000,2% Milk
Product_0012,Whse_J,10,71000,Beef Stroganoff
Product_1222,Whse_J,10,59300,Chicken Parmesan
Product_1262,Whse_J,10,202500,Banana Bread
Product_1274,Whse_J,10,1610000,Orange Juice
Product_1465,Whse_J,10,114000,Chocolate Chip Pancakes
Product_1581,Whse_J,10,141000,Apple Tart
Product_0016,Whse_J,10,90600,Lemon Meringue Pie
Product_1970,Whse_J,10,152000,Country Fresh Ice Cream Sandwich
Product_0033,Whse_J,10,224500,Carrots
Product_1248,Whse_J,10,4579000,Greek Salad
Product_1270,Whse_J,10,70000,Savory Buttered Peas
Product_1295,Whse_J,10,1900300,Chocolate Milk
Product_1378,Whse_J,10,1578500,Jalapeno bagel
Product_1382,Whse_J,10,1671300,Uproot Soy Milk
Product_1456,Whse_J,10,332050,Caesar Salad
Product_1493,Whse_J,10,45900,French Onion Soup
Product_1294,Whse_J,10,1635700,Bruschetta
Product_1377,Whse_J,10,1066000,Garlic Shrimp
Product_1381,Whse_J,10,607800,Eggplant Lasagna
Product_1216,Whse_J,10,274000,Stuffed Peppers
Product_1316,Whse_J,10,146700,Vegetable Curry
Product_1823,Whse_J,10,60000,Radish Sprouts
Product_1355,Whse_J,10,165000,Whipped Cream Cheese
Product_1315,Whse_J,10,106700,Roasted Chicken
Product_1224,Whse_J,10,82000,Pasta Primavera
Product_1134,Whse_J,10,18800,Chocolate Fudge
Product_1393,Whse_J,10,201000,Vanilla Cheesecake
Product_1469,Whse_J,10,68800,Raspberry Sorbet
Product_1286,Whse_J,10,1786900,Coconut Shrimp
Product_1246,Whse_J,10,76000,Sweet Potato Fries
Product_1461,Whse_J,10,303100,Zesty Egg Scramble
Product_0083,Whse_S,10,3324000,Blueberry Bagel
Product_1439,Whse_J,10,158000,Falafel
Product_1356,Whse_S,10,38000,Spring Mix Lettuce
Product_1256,Whse_J,10,87700,Zucchini Bread
Product_1350,Whse_J,10,912000,Romaine Lettuce
Product_1418,Whse_J,10,129300,Avocado Toast
Product_1264,Whse_J,10,723000,Low Fat Blueberry Yogurt
Product_1432,Whse_J,10,377000,Low Fat Strawberry Yogurt
Product_1554,Whse_J,10,330700,Blueberry Crumble
Product_1250,Whse_J,10,205900,Dinner Rolls
Product_1470,Whse_J,10,50300,Mandarin Crispy Tofu
Product_1479,Whse_J,10,130000,Churros
Product_0083,Whse_J,10,277000,Blueberry Bagel
Product_1018,Whse_J,10,330000,Creme Brulee
Product_1241,Whse_J,10,1071000,Fish Tacos
Product_1991,Whse_J,10,35000,Cinnamon Raisin Bagel
Product_1430,Whse_J,10,85600,Cream Cheese Danish
Product_0021,Whse_J,10,32000,English Muffin
Product_1512,Whse_J,10,130800,Vegetable Quesadilla
Product_1360,Whse_J,10,783000,Cherry Danish
Product_1396,Whse_J,10,263000,Chicken Burrito
Product_1463,Whse_J,10,165700,Beef Enchiladas
Product_1455,Whse_J,10,93750,Vegetable Sushi
Product_1458,Whse_J,10,115100,Tofu Stir-Fry
Product_1555,Whse_J,10,180900,Miso Soup
Product_1290,Whse_J,10,248000,Shrimp Pad Thai
Product_1526,Whse_J,10,336000,Lamb Gyro
Product_1466,Whse_J,10,21000,Plain Bagel
Product_0031,Whse_J,10,61200,Smokin’ Beef Roast
Product_1513,Whse_A,10,54900,Eggs Scrambled
Product_0980,Whse_A,10,2800,Falafel Wrap
Product_1241,Whse_S,10,697000,Shakshuka
Product_1264,Whse_S,10,474000,Low Fat Blueberry Yogurt
Product_1242,Whse_S,10,1000,Couscous Salad
Product_0936,Whse_S,10,345000,Cheesy Ratatouille
Product_0424,Whse_A,10,250000,Assorted Popsicle
Product_1158,Whse_J,10,124000,Lentil Soup
Product_1450,Whse_J,10,81000,Multigrain Bread
Product_1452,Whse_J,10,457100,Roasted Vegetables
Product_1502,Whse_J,10,56250,Broccoli Florets
Product_1496,Whse_J,10,10850,Buttermilk Biscuits
Product_1480,Whse_J,10,81000,Lemon Italian Ice Cup
Product_1279,Whse_J,10,58000,Hard Boiled Eggs
Product_1904,Whse_J,10,21000,Chocolate Croissant
Product_1198,Whse_J,10,60000,Banana Peppers
Product_1410,Whse_J,10,213100,Mandarin Crispy Chicken
Product_1397,Whse_J,10,44000,Cabbage Rolls
Product_1387,Whse_J,10,78300,Cherry Tomatoes
Product_1135,Whse_J,10,183000,Meatloaf
Product_1016,Whse_J,10,1388400,Sliced Olives
Product_0979,Whse_A,10,46000,Oatmeal
Product_0984,Whse_A,10,23700,Bacon
Product_1242,Whse_J,10,100000,Stuffed Mushrooms
Product_0980,Whse_J,10,700,Grilled Cheese Sandwich
Product_1513,Whse_J,10,36800,Eggs Scrambled
Product_1023,Whse_J,10,104300,Tomato Bisque
Product_1380,Whse_J,10,116900,Baked Ziti
Product_0979,Whse_J,10,33800,Oatmeal
Product_1312,Whse_J,10,52900,Garlic Mashed Potatoes
Product_0943,Whse_J,10,59000,Blueberry Muffin
Product_1403,Whse_J,10,263000,Chocolate Eclairs
Product_1278,Whse_J,10,114000,Stir-Fried Sugar Snap Peas
Product_1247,Whse_J,10,16000,Fudge Brownies
Product_1520,Whse_J,10,146000,Banana Cream Pie
Product_0065,Whse_J,10,240000,Pumpkin Spice Latte
Product_0085,Whse_J,10,112000,Eggnog
Product_1163,Whse_J,10,35000,Hot Chocolate
Product_1470,Whse_A,10,208100,Mandarin Crispy Tofu
Product_1432,Whse_A,10,103000,Low Fat Strawberry Yogurt
Product_1461,Whse_A,10,25850,Zesty Egg Scramble
Product_1886,Whse_J,10,219500,Apple Cider
Product_1388,Whse_J,10,8500,Stir-Fried Cabbage
Product_0981,Whse_J,10,12800,Beef Tacos
Product_0064,Whse_J,10,182000,English Cucumber
Product_1839,Whse_J,10,23000,Vanilla Coconut Plant-Based Yogurt
Product_1157,Whse_J,10,400000,Chicken Quesadilla
Product_1234,Whse_J,10,18000,Strawberry Preserves
Product_1825,Whse_J,10,220000,Mashed Red Potatoes
Product_1151,Whse_J,10,160000,Vegetable Spring Rolls
Product_1394,Whse_J,10,97000,Carnival Cookie
Product_1350,Whse_S,10,865000,Romaine Lettuce
Product_1479,Whse_S,10,142000,Fried Rice
Product_1521,Whse_S,10,73000,White Rice
Product_0979,Whse_S,10,30900,Oatmeal
Product_1341,Whse_S,10,2789000,Whipped Butter
Product_2042,Whse_J,10,100000,Chicken Noodle Soup
Product_1355,Whse_S,10,17000,Whipped Cream Cheese
Product_1393,Whse_S,10,919000,Tuna Casserole
Product_1234,Whse_S,10,130000,Strawberry Preserves
Product_1567,Whse_S,10,895000,Avocado
Product_1570,Whse_S,10,307500,Roasted Corn
Product_1361,Whse_J,10,560000,Shepherd's Pie
Product_0374,Whse_S,10,71000,Cranberry Almond Granola
Product_0936,Whse_J,10,77500,Cheesy Ratatouille
Product_0033,Whse_S,10,219500,Carrots
Product_0002,Whse_S,10,115000,Mashed Cauliflower
Product_1581,Whse_S,10,12000,Clam Chowder
Product_1237,Whse_S,10,182000,Potato Wedges
Product_0071,Whse_J,10,58000,Turkey Sandwich
Product_1152,Whse_J,10,505000,Ham Croissant
Product_1521,Whse_J,10,81000,White Rice
Product_0931,Whse_J,10,175000,Vegetable Pizza
Product_0933,Whse_J,10,160000,Meat Lovers Pizza
Product_1431,Whse_S,10,444000,Tomato
Product_1278,Whse_S,10,270000,Stir-Fried Sugar Snap Peas
Product_1342,Whse_S,10,1177000,Granola with Nuts
Product_1410,Whse_A,10,105800,Mandarin Crispy Chicken
Product_1496,Whse_A,10,240050,Buttermilk Biscuits
Product_1435,Whse_J,10,46000,Margarita Pizza
Product_0998,Whse_A,10,33100,Mushrooms
Product_0981,Whse_A,10,6350,Caprese Salad
Product_1250,Whse_A,10,24200,Dinner Rolls
Product_1299,Whse_A,10,80600,Blue Bunny Cookie Ice Cream Sandwich
Product_0063,Whse_J,10,53000,Buffalo Wings
Product_1269,Whse_J,10,91000,Fried Zucchini
Product_0031,Whse_A,10,2700,Smokin’ Beef Roast
Product_1839,Whse_A,10,3000,Vanilla Coconut Plant-Based Yogurt
Product_1264,Whse_A,10,24000,Low Fat Blueberry Yogurt
Product_1521,Whse_A,10,24000,White Rice
Product_1548,Whse_A,10,43800,Roasted Parsnips
Product_1825,Whse_A,10,57500,Mashed Red Potatoes
Product_0984,Whse_J,10,10600,Bacon
Product_1817,Whse_J,10,20000,Mandarin Oranges
Product_1787,Whse_J,10,97500,Red Onion
Product_1970,Whse_S,10,43000,Country Fresh Ice Cream Sandwich
Product_1195,Whse_S,10,38000,Low Fat Vanilla Yogurt
Product_1450,Whse_S,10,21000,Multigrain Bread
Product_1825,Whse_S,10,67500,Mashed Red Potatoes
Product_0998,Whse_S,10,25500,Mushrooms
Product_1263,Whse_S,10,274000,Everyseed Bagel
Product_1348,Whse_J,10,14000,Chicken Pot Pie
Product_1150,Whse_J,10,190000,Vegetable Soup
Product_1016,Whse_S,10,200,Sliced Olives
Product_1886,Whse_S,10,12200,Beef Chili
Product_1570,Whse_J,10,8500,Roasted Corn
Product_0066,Whse_J,10,30000,Chicken Alfredo
Product_1432,Whse_S,10,1062000,Low Fat Strawberry Yogurt
Product_1282,Whse_J,10,170000,Macaroni and Cheese
Product_1375,Whse_J,10,69000,BBQ Ribs
Product_1766,Whse_J,10,72000,Pineapple Slices
Product_1281,Whse_J,10,45000,Red Onion
Product_1388,Whse_A,10,47100,Stir-Fried Cabbage
Product_0936,Whse_A,10,67500,Cheesy Ratatouille
Product_1387,Whse_S,10,2000,Cherry Tomatoes
Product_1556,Whse_J,10,34000,Pumpkin Pie
Product_1245,Whse_S,10,337000,Spinach Dip
Product_1469,Whse_A,10,14200,Garlic Bread
Product_1195,Whse_J,10,31000,Low Fat Vanilla Yogurt
Product_0984,Whse_S,10,1700,Bacon
Product_1574,Whse_S,10,722000,Tater Tots
Product_1904,Whse_S,10,127000,Chocolate Croissant
Product_0012,Whse_S,10,34000,Cheddar Cheese
Product_0082,Whse_J,10,115000,Strawberry Cake
Product_1404,Whse_J,10,13000,Home Fries
Product_1162,Whse_J,10,5000,Peanut Butter
Product_1156,Whse_J,10,150000,Barbecue Sauce
Product_1216,Whse_S,10,8000,Mango Smoothie
Product_1403,Whse_S,10,41000,Vegetable Stir-Fry
Product_1281,Whse_S,10,114000,Red Onion
Product_1270,Whse_C,10,27000,Savory Buttered Peas
Product_1570,Whse_C,10,88000,Roasted Corn
Product_0084,Whse_S,10,161000,Spaghetti Bolognese
Product_1278,Whse_C,10,407000,Stir-Fried Sugar Snap Peas
Product_1823,Whse_C,10,100000,Radish Sprouts
Product_1247,Whse_C,10,216000,Fudge Brownies
Product_1281,Whse_C,10,194000,Red Onion
Product_1342,Whse_C,10,57000,Granola with Nuts
Product_1439,Whse_C,10,62000,Falafel
Product_1432,Whse_C,10,178000,Low Fat Strawberry Yogurt
Product_1350,Whse_C,10,18000,Romaine Lettuce
Product_0033,Whse_C,10,14000,Carrots
Product_1195,Whse_C,10,31000,Low Fat Vanilla Yogurt
Product_1198,Whse_C,10,12000,Banana Peppers
Product_0387,Whse_C,10,19000,Red Grapes
Product_1431,Whse_C,10,109000,Tomato
Product_1341,Whse_C,10,441000,Whipped Butter
Product_1521,Whse_C,10,13000,White Rice
Product_1245,Whse_C,10,2676000,Grilled Salmon
Product_0083,Whse_C,10,110000,Blueberry Bagel
Product_1480,Whse_S,10,517000,Lemon Italian Ice Cup
Product_1812,Whse_J,10,15000,Beef Stroganoff
Product_1824,Whse_S,10,65000,Chicken Parmesan
Product_1581,Whse_C,10,29000,Chocolate Chip Pancakes
Product_1166,Whse_C,10,290000,Apple Tart
Product_1904,Whse_C,10,109000,Chocolate Croissant
Product_0012,Whse_C,10,2000,Lemon Meringue Pie
Product_1465,Whse_C,10,12000,Greek Salad
Product_0021,Whse_C,10,16000,English Muffin
Product_1825,Whse_C,10,27500,Mashed Red Potatoes
Product_1970,Whse_C,10,4000,Country Fresh Ice Cream Sandwich
Product_1403,Whse_C,10,161000,Caesar Salad
Product_1355,Whse_C,10,5000,Whipped Cream Cheese
Product_1480,Whse_C,10,287000,Lemon Italian Ice Cup
Product_1241,Whse_C,10,54000,French Onion Soup
Product_1263,Whse_C,10,15000,Everyseed Bagel
Product_1387,Whse_A,10,1700,Cherry Tomatoes
Product_1279,Whse_S,10,145000,Hard Boiled Eggs
Product_0387,Whse_S,10,31000,Red Grapes
Product_0077,Whse_S,10,120000,Bruschetta
Product_1520,Whse_C,10,25000,Garlic Shrimp
Product_0021,Whse_S,10,60000,English Muffin
Product_1394,Whse_S,10,61000,Carnival Cookie
Product_0998,Whse_J,10,4400,Mushrooms
Product_0098,Whse_J,10,84000,Eggplant Lasagna
Product_1817,Whse_S,10,40000,Mandarin Oranges
Product_1512,Whse_A,10,10100,Stuffed Peppers
Product_1431,Whse_A,10,10000,Tomato
Product_1450,Whse_C,10,12000,Multigrain Bread
Product_1222,Whse_S,10,900,Vegetable Curry
Product_1356,Whse_C,10,33000,Spring Mix Lettuce
Product_0094,Whse_C,10,50000,Sugar Cookie
Product_1624,Whse_J,10,52000,Roasted Chicken
Product_1264,Whse_C,10,5000,Low Fat Blueberry Yogurt
Product_0063,Whse_C,10,80000,Pasta Primavera
Product_1502,Whse_S,10,49500,Broccoli Florets
Product_1348,Whse_S,10,14000,Chocolate Fudge
Product_1766,Whse_S,10,3000,Vanilla Cheesecake
Product_1466,Whse_C,10,50000,Plain Bagel
Product_0064,Whse_S,10,50000,English Cucumber
Product_0094,Whse_S,10,12000,Sugar Cookie
Product_0980,Whse_S,10,325000,Raspberry Sorbet
Product_1479,Whse_C,10,8000,Coconut Shrimp
Product_1465,Whse_S,10,17000,Sweet Potato Fries
Product_1435,Whse_A,10,7000,Zucchini Bread
Product_1407,Whse_J,10,2000,Country White Bread
Product_1246,Whse_S,10,7000,Avocado Toast
Product_1047,Whse_J,10,30000,Blueberry Crumble
Product_1886,Whse_C,10,3500,Churros
Product_1466,Whse_S,10,3000,Plain Bagel
Product_1147,Whse_J,10,20000,Apple Juice
Product_1991,Whse_C,10,600,Cinnamon Raisin Bagel
Product_1787,Whse_S,10,25000,Red Onion
Product_1502,Whse_C,10,45250,Broccoli Florets
Product_1224,Whse_S,10,3000,Creme Brulee
Product_1216,Whse_C,10,3000,Fish Tacos
Product_0063,Whse_S,10,25000,Vegetable Quesadilla
Product_1839,Whse_S,10,2000,Vanilla Coconut Plant-Based Yogurt
Product_1135,Whse_C,10,12000,Chicken Burrito
Product_1233,Whse_J,10,60000,Beef Enchiladas
Product_1312,Whse_S,10,300,Vegetable Sushi
Product_1279,Whse_C,10,20000,Hard Boiled Eggs
Product_1393,Whse_C,10,7000,Tofu Stir-Fry
Product_1394,Whse_C,10,13000,Carnival Cookie
Product_1404,Whse_S,10,12000,Home Fries
Product_0071,Whse_C,10,12000,Miso Soup
Product_1016,Whse_C,10,100,Sliced Olives
Product_0070,Whse_S,10,20000,Shrimp Pad Thai
Product_1348,Whse_C,10,2000,Lamb Gyro
Product_0979,Whse_J,11,47600,Oatmeal
Product_1159,Whse_J,11,130000,Falafel Wrap
Product_1316,Whse_J,11,135300,Shakshuka
Product_1410,Whse_J,11,224000,Mandarin Crispy Chicken
Product_0033,Whse_J,11,150500,Carrots
Product_1360,Whse_J,11,1329000,Cherry Danish
Product_1262,Whse_J,11,170000,Banana Bread
Product_1359,Whse_J,11,7894000,Double Chocolate Muffin
Product_1341,Whse_S,11,1209000,Whipped Butter
Product_1274,Whse_J,11,1481000,Orange Juice
Product_0936,Whse_J,11,82500,Cheesy Ratatouille
Product_1378,Whse_J,11,1362700,Jalapeno bagel
Product_1382,Whse_J,11,1150100,Uproot Soy Milk
Product_1453,Whse_J,11,996800,Uproot Oat Milk
Product_0980,Whse_S,11,30500,Couscous Salad
Product_1342,Whse_S,11,266000,Granola with Nuts
Product_0094,Whse_S,11,30000,Sugar Cookie
Product_1151,Whse_J,11,260000,Lentil Soup
Product_0083,Whse_C,11,175000,Blueberry Bagel
Product_0094,Whse_C,11,118000,Sugar Cookie
Product_1248,Whse_J,11,6232000,Roasted Vegetables
Product_1355,Whse_J,11,172000,Whipped Cream Cheese
Product_1286,Whse_J,11,1526700,Cabbage Rolls
Product_1287,Whse_J,11,1281500,2% Milk
Product_1294,Whse_J,11,1531300,Meatloaf
Product_1295,Whse_J,11,1828900,Chocolate Milk
Product_1381,Whse_J,11,407300,Stuffed Mushrooms
Product_1456,Whse_J,11,309200,Grilled Cheese Sandwich
Product_1479,Whse_J,11,96000,Tomato Bisque
Product_1554,Whse_J,11,410100,Baked Ziti
Product_1458,Whse_J,11,93400,Garlic Mashed Potatoes
Product_1377,Whse_J,11,999200,Chocolate Eclairs
Product_0064,Whse_J,11,204000,English Cucumber
Product_0071,Whse_J,11,19000,Banana Cream Pie
Product_1361,Whse_J,11,580000,Pumpkin Spice Latte
Product_1216,Whse_J,11,190000,Eggnog
Product_0021,Whse_C,11,5500,English Muffin
Product_1766,Whse_J,11,92000,Hot Chocolate
Product_1241,Whse_J,11,1153000,Apple Cider
Product_1315,Whse_J,11,71100,Beef Tacos
Product_1886,Whse_J,11,444400,Chicken Quesadilla
Product_1825,Whse_J,11,470000,Mashed Red Potatoes
Product_1839,Whse_J,11,31000,Vanilla Coconut Plant-Based Yogurt
Product_1016,Whse_J,11,1085700,Sliced Olives
Product_1520,Whse_J,11,226000,Vegetable Spring Rolls
Product_1134,Whse_J,11,75000,Fried Rice
Product_1396,Whse_J,11,181000,Chicken Noodle Soup
Product_1513,Whse_J,11,53100,Eggs Scrambled
Product_0984,Whse_J,11,35000,Bacon
Product_1512,Whse_J,11,227200,Tuna Casserole
Product_1290,Whse_J,11,213000,Shepherd's Pie
Product_1526,Whse_J,11,424000,Mashed Cauliflower
Product_1387,Whse_C,11,3900,Cherry Tomatoes
Product_0033,Whse_S,11,436500,Carrots
Product_0012,Whse_S,11,16000,Clam Chowder
Product_1241,Whse_S,11,313000,Potato Wedges
Product_1470,Whse_A,11,171400,Mandarin Crispy Tofu
Product_1825,Whse_A,11,130000,Mashed Red Potatoes
Product_0984,Whse_A,11,30700,Bacon
Product_1158,Whse_J,11,145000,Turkey Sandwich
Product_1451,Whse_J,11,1438000,Ham Croissant
Product_1430,Whse_J,11,139700,Cream Cheese Danish
Product_0016,Whse_J,11,82300,Vegetable Pizza
Product_1312,Whse_J,11,46600,Meat Lovers Pizza
Product_0931,Whse_J,11,460000,Margarita Pizza
Product_0933,Whse_J,11,355000,Caprese Salad
Product_1469,Whse_J,11,80600,Buffalo Wings
Product_0021,Whse_J,11,22000,English Muffin
Product_0012,Whse_J,11,88000,Fried Zucchini
Product_0981,Whse_J,11,16300,Chicken Pot Pie
Product_1555,Whse_J,11,145200,Vegetable Soup
Product_1493,Whse_J,11,40900,Beef Chili
Product_1397,Whse_J,11,86000,Chicken Alfredo
Product_1264,Whse_J,11,746000,Low Fat Blueberry Yogurt
Product_1521,Whse_J,11,130000,White Rice
Product_1135,Whse_J,11,168000,Macaroni and Cheese
Product_1018,Whse_J,11,315000,BBQ Ribs
Product_1461,Whse_A,11,43950,Zesty Egg Scramble
Product_1250,Whse_A,11,72100,Dinner Rolls
Product_1299,Whse_A,11,121400,Blue Bunny Cookie Ice Cream Sandwich
Product_1521,Whse_A,11,29000,White Rice
Product_1263,Whse_C,11,97000,Everyseed Bagel
Product_1403,Whse_C,11,236000,Pineapple Slices
Product_1787,Whse_J,11,87500,Red Onion
Product_1350,Whse_J,11,858000,Romaine Lettuce
Product_0031,Whse_J,11,52500,Smokin’ Beef Roast
Product_1387,Whse_J,11,78300,Cherry Tomatoes
Product_1463,Whse_J,11,175400,Pumpkin Pie
Product_1581,Whse_J,11,140000,Spinach Dip
Product_1403,Whse_J,11,263000,Garlic Bread
Product_1147,Whse_J,11,105000,Apple Juice
Product_0065,Whse_J,11,211000,Tater Tots
Product_0073,Whse_J,11,105000,Cheddar Cheese
Product_0085,Whse_J,11,154000,Strawberry Cake
Product_0943,Whse_J,11,76000,Blueberry Muffin
Product_1970,Whse_J,11,135000,Country Fresh Ice Cream Sandwich
Product_1023,Whse_J,11,89000,Peanut Butter
